from to value color id
1 6 56 0.297505125819256 palegreen 1
2 6 57 0.323915588123381 orangered 2
3 6 49 0.330735533625101 palegreen 3
4 6 51 0.204977104215829 palegreen 4
5 6 53 0.313198616729409 palegreen 5
6 6 55 0.264422817734117 palegreen 6
7 6 54 0.239247539917119 palegreen 7
8 16 56 0.337699338160444 palegreen 8
9 16 57 0.475452177075131 orangered 9
10 16 49 0.368420281448766 palegreen 10
11 16 51 0.367114863557387 palegreen 11
12 16 53 0.342206539038689 palegreen 12
13 16 55 0.247366363451705 palegreen 13
14 16 54 0.255819764975519 palegreen 14
15 3 56 0.26716457526392 palegreen 15
16 3 57 0.443744263155692 orangered 16
17 3 58 0.217424740695381 palegreen 17
18 3 52 0.213482225857198 palegreen 18
19 3 49 0.287078884915509 palegreen 19
20 3 51 0.37476356249181 palegreen 20
21 3 53 0.262384114736183 palegreen 21
22 5 56 0.419331937381877 palegreen 22
23 5 57 0.453490917757455 orangered 23
24 5 49 0.466369164445491 palegreen 24
25 5 51 0.285088907517818 palegreen 25
26 5 53 0.441830434293718 palegreen 26
27 5 55 0.374204341688308 palegreen 27
28 5 54 0.337666328061424 palegreen 28
29 21 56 0.43148885213233 orangered 29
30 21 57 0.548912674935145 palegreen 30
31 21 49 0.47454669891024 orangered 31
32 21 51 0.395988505178506 orangered 32
33 21 53 0.444481424638804 orangered 33
34 21 55 0.34476000546463 orangered 34
35 21 54 0.335431287154463 orangered 35
36 14 56 0.268016933988717 orangered 36
37 14 57 0.269252155608389 palegreen 37
38 14 49 0.29941852137692 orangered 38
39 14 53 0.284940015618246 orangered 39
40 14 55 0.249260938418838 orangered 40
41 14 54 0.218830501835261 orangered 41
42 7 56 0.240667052870579 palegreen 42
43 7 57 0.224269212230207 orangered 43
44 7 49 0.270001188621651 palegreen 44
45 7 53 0.258024749456207 palegreen 45
46 7 55 0.232398865871942 palegreen 46
47 31 56 0.401658176047243 palegreen 47
48 31 57 0.370304873252139 orangered 48
49 31 49 0.450873883180545 palegreen 49
50 31 53 0.431119260843523 palegreen 50
51 31 55 0.38981135235652 palegreen 51
52 31 54 0.332798731071947 palegreen 52
53 37 56 0.392635150830965 palegreen 53
54 37 57 0.264518884487837 orangered 54
55 37 58 0.304610088004268 orangered 55
56 37 49 0.447074941359873 palegreen 56
57 37 50 0.229813723459544 orangered 57
58 37 53 0.433468394012418 palegreen 58
59 37 55 0.428787880212001 palegreen 59
60 37 54 0.339567384026901 palegreen 60
61 8 56 0.268719128638668 orangered 61
62 8 57 0.29473819172767 palegreen 62
63 8 49 0.298593693794094 orangered 63
64 8 53 0.282626963625424 orangered 64
65 8 55 0.23777799374711 orangered 65
66 8 54 0.2157821586372 orangered 66
67 2 56 0.384671660051815 palegreen 67
68 2 57 0.343943583968262 orangered 68
69 2 49 0.432500910261194 palegreen 69
70 2 53 0.414207993420271 palegreen 70
71 2 55 0.378566404614742 palegreen 71
72 2 54 0.320288254423789 palegreen 72
73 22 56 0.296611170898793 orangered 73
74 22 57 0.362307135814616 palegreen 74
75 22 49 0.327185307832121 orangered 75
76 22 51 0.253467439992702 orangered 76
77 22 53 0.307397247953832 orangered 77
78 22 55 0.244349808679415 orangered 78
79 22 54 0.232775487773148 orangered 79
80 38 56 0.471744382768813 palegreen 80
81 38 57 0.458975372954903 orangered 81
82 38 49 0.527985661268042 palegreen 82
83 38 51 0.256855176018977 palegreen 83
84 38 53 0.503376175358337 palegreen 84
85 38 55 0.446049640758155 palegreen 85
86 38 54 0.387353850367556 palegreen 86
87 25 56 0.388967341690381 palegreen 87
88 25 57 0.426858769319198 orangered 88
89 25 49 0.432195491396641 palegreen 89
90 25 51 0.272186811760987 palegreen 90
91 25 53 0.409070450264054 palegreen 91
92 25 55 0.344068223970124 palegreen 92
93 25 54 0.312308291384843 palegreen 93
94 19 56 0.276782762613264 palegreen 94
95 19 58 0.277682254691037 orangered 95
96 19 49 0.317698300432484 palegreen 96
97 19 50 0.202327464904207 orangered 97
98 19 53 0.310394651226013 palegreen 98
99 19 55 0.321414891390611 palegreen 99
100 19 54 0.24508721708226 palegreen 100
101 27 56 0.305748127898797 palegreen 101
102 27 57 0.402888615023115 orangered 102
103 27 49 0.335353451082203 palegreen 103
104 27 51 0.297976762340811 palegreen 104
105 27 53 0.313233970712405 palegreen 105
106 27 55 0.23746840703938 palegreen 106
107 27 54 0.235646187169172 palegreen 107
108 41 56 0.205525055570119 palegreen 108
109 41 57 0.250627349884824 orangered 109
110 41 49 0.226737422190047 palegreen 110
111 41 53 0.213050594121581 palegreen 111
112 46 56 0.234123949008201 orangered 112
113 46 58 0.36783319789052 palegreen 113
114 46 49 0.274095486687107 orangered 114
115 46 50 0.256303689451623 palegreen 115
116 46 53 0.272749777975318 orangered 116
117 46 55 0.31231354887889 orangered 117
118 46 54 0.219380609856086 orangered 118
119 43 56 0.210307684553994 palegreen 119
120 43 57 0.325904145468334 orangered 120
121 43 49 0.227503821232631 palegreen 121
122 43 51 0.265811924874201 palegreen 122
123 43 53 0.209434232330151 palegreen 123
124 26 57 0.335439418153522 palegreen 124
125 26 58 0.22034561719822 orangered 125
126 26 51 0.303432606453787 orangered 126
127 29 56 0.202134932639804 palegreen 127
128 29 57 0.321363721666382 orangered 128
129 29 49 0.218135192184318 palegreen 129
130 29 51 0.265617267543979 palegreen 130
131 29 53 0.200292315033651 palegreen 131
